Object	Correct_Category	DS_MaxLikelihood_Category	MV_MaxLikelihood_Category	DS_MinCost_Category	MV_MinCost_Category	DS_Pr[GENV]	DS_Pr[GWEA]	DS_Pr[GDIS]	MV_Pr[GENV]	MV_Pr[GWEA]	MV_Pr[GDIS]	DataCost_Estm_DS_Exp	DataCost_Estm_MV_Exp	DataCost_Estm_DS_ML	DataCost_Estm_MV_ML	DataCost_Estm_DS_Min	DataCost_Estm_MV_Min	DataCost_Estm_NoVote_Exp	DataCost_Estm_NoVote_Min	DataCost_Eval_DS_ML	DataCost_Eval_MV_ML	DataCost_Eval_DS_Min	DataCost_Eval_MV_Min	DataCost_Eval_DS_Soft	DataCost_Eval_MV_Soft	DataQuality_Estm_DS_ML	DataQuality_Estm_MV_ML	DataQuality_Estm_DS_Exp	DataQuality_Estm_MV_Exp	DataQuality_Estm_DS_Min	DataQuality_Estm_MV_Min	DataQuality_Eval_DS_ML	DataQuality_Eval_MV_ML	DataQuality_Eval_DS_Min	DataQuality_Eval_MV_Min	DataQuality_Eval_DS_Soft	DataQuality_Eval_MV_Soft
1610	GWEA	GWEA	GWEA	GWEA	GWEA	0.0003	0.9983	0.0014	0.0000	1.0000	0.0000	0.0034	0.0000	0.0017	0.0000	0.0017	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0017	0.0000	99.66%	100.00%	99.32%	100.00%	99.66%	100.00%	100.00%	100.00%	100.00%	100.00%	99.66%	100.00%
1611	GDIS	GENV	GENV	GENV	GENV	0.7761	0.0108	0.2131	0.6667	0.0000	0.3333	0.3522	0.4444	0.2239	0.3333	0.2239	0.3333	0.6240	0.5052	1.0000	1.0000	1.0000	1.0000	0.7869	0.6667	55.68%	34.02%	30.29%	12.03%	55.68%	34.02%	-97.93%	-97.93%	-97.93%	-97.93%	-55.75%	-31.95%
1612	GDIS	GWEA	GWEA	GWEA	GWEA	0.0050	0.9932	0.0018	0.2500	0.7500	0.0000	0.0135	0.3750	0.0068	0.2500	0.0068	0.2500	0.6240	0.5052	1.0000	1.0000	1.0000	1.0000	0.9982	1.0000	98.65%	50.52%	97.32%	25.78%	98.65%	50.52%	-97.93%	-97.93%	-97.93%	-97.93%	-97.58%	-97.93%
1613	GDIS	GDIS	GDIS	GDIS	GDIS	0.0002	0.0001	0.9998	0.0000	0.0000	1.0000	0.0004	0.0000	0.0002	0.0000	0.0002	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0002	0.0000	99.96%	100.00%	99.91%	100.00%	99.96%	100.00%	100.00%	100.00%	100.00%	100.00%	99.96%	100.00%
1614	GENV	GENV	GENV	GENV	GENV	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
1615	GDIS	GDIS	GDIS	GDIS	GDIS	0.0044	0.0030	0.9926	0.0000	0.0000	1.0000	0.0147	0.0000	0.0074	0.0000	0.0074	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0074	0.0000	98.54%	100.00%	97.09%	100.00%	98.54%	100.00%	100.00%	100.00%	100.00%	100.00%	98.54%	100.00%
1616	GDIS	GENV	GENV	GENV	GENV	0.9995	0.0001	0.0005	1.0000	0.0000	0.0000	0.0010	0.0000	0.0005	0.0000	0.0005	0.0000	0.6240	0.5052	1.0000	1.0000	1.0000	1.0000	0.9995	1.0000	99.90%	100.00%	99.79%	100.00%	99.90%	100.00%	-97.93%	-97.93%	-97.93%	-97.93%	-97.84%	-97.93%
1617	GWEA	GWEA	GWEA	GWEA	GWEA	0.0000	0.9999	0.0001	0.0000	1.0000	0.0000	0.0002	0.0000	0.0001	0.0000	0.0001	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0001	0.0000	99.98%	100.00%	99.96%	100.00%	99.98%	100.00%	100.00%	100.00%	100.00%	100.00%	99.98%	100.00%
1618	GDIS	GDIS	GDIS	GDIS	GDIS	0.0029	0.0438	0.9533	0.0000	0.2500	0.7500	0.0893	0.3750	0.0467	0.2500	0.0467	0.2500	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0467	0.2500	90.75%	50.52%	82.32%	25.78%	90.75%	50.52%	100.00%	100.00%	100.00%	100.00%	90.75%	50.52%
1619	GDIS	GDIS	GDIS	GDIS	GDIS	0.0011	0.2089	0.7901	0.0000	0.4000	0.6000	0.3321	0.4800	0.2099	0.4000	0.2099	0.4000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.2099	0.4000	58.45%	20.83%	34.26%	4.99%	58.45%	20.83%	100.00%	100.00%	100.00%	100.00%	58.45%	20.83%
162	GDIS	GENV	GENV	GENV	GENV	0.9995	0.0001	0.0005	1.0000	0.0000	0.0000	0.0010	0.0000	0.0005	0.0000	0.0005	0.0000	0.6240	0.5052	1.0000	1.0000	1.0000	1.0000	0.9995	1.0000	99.90%	100.00%	99.79%	100.00%	99.90%	100.00%	-97.93%	-97.93%	-97.93%	-97.93%	-97.84%	-97.93%
1620	GWEA	GWEA	GWEA	GWEA	GWEA	0.0379	0.8333	0.1288	0.0000	1.0000	0.0000	0.2876	0.0000	0.1667	0.0000	0.1667	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.1667	0.0000	67.01%	100.00%	43.08%	100.00%	67.01%	100.00%	100.00%	100.00%	100.00%	100.00%	67.01%	100.00%
1621	GDIS	GDIS	GDIS	GDIS	GDIS	0.0225	0.0015	0.9760	0.2500	0.0000	0.7500	0.0469	0.3750	0.0240	0.2500	0.0240	0.2500	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0240	0.2500	95.25%	50.52%	90.72%	25.78%	95.25%	50.52%	100.00%	100.00%	100.00%	100.00%	95.25%	50.52%
1622	GDIS	GWEA	GWEA	GWEA	GWEA	0.0000	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6240	0.5052	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	-97.93%	-97.93%	-97.93%	-97.93%	-97.93%	-97.93%
1623	GWEA	GWEA	GWEA	GWEA	GWEA	0.0003	0.9983	0.0014	0.0000	1.0000	0.0000	0.0034	0.0000	0.0017	0.0000	0.0017	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0017	0.0000	99.66%	100.00%	99.32%	100.00%	99.66%	100.00%	100.00%	100.00%	100.00%	100.00%	99.66%	100.00%
1624	GDIS	GDIS	GDIS	GDIS	GDIS	0.0053	0.0312	0.9635	0.0000	0.2500	0.7500	0.0707	0.3750	0.0365	0.2500	0.0365	0.2500	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0365	0.2500	92.77%	50.52%	86.00%	25.78%	92.77%	50.52%	100.00%	100.00%	100.00%	100.00%	92.77%	50.52%
1625	GDIS	GENV	GENV	GENV	GENV	0.9995	0.0001	0.0005	1.0000	0.0000	0.0000	0.0010	0.0000	0.0005	0.0000	0.0005	0.0000	0.6240	0.5052	1.0000	1.0000	1.0000	1.0000	0.9995	1.0000	99.90%	100.00%	99.79%	100.00%	99.90%	100.00%	-97.93%	-97.93%	-97.93%	-97.93%	-97.84%	-97.93%
1626	GDIS	GDIS	GDIS	GDIS	GDIS	0.0002	0.0001	0.9998	0.0000	0.0000	1.0000	0.0004	0.0000	0.0002	0.0000	0.0002	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0002	0.0000	99.96%	100.00%	99.91%	100.00%	99.96%	100.00%	100.00%	100.00%	100.00%	100.00%	99.96%	100.00%
1627	GWEA	GWEA	GWEA	GWEA	GWEA	0.0000	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
1628	GDIS	GENV	GENV	GENV	GENV	0.9997	0.0001	0.0002	0.8000	0.2000	0.0000	0.0006	0.3200	0.0003	0.2000	0.0003	0.2000	0.6240	0.5052	1.0000	1.0000	1.0000	1.0000	0.9998	1.0000	99.94%	60.41%	99.88%	36.66%	99.94%	60.41%	-97.93%	-97.93%	-97.93%	-97.93%	-97.90%	-97.93%
1629	GDIS	GDIS	GDIS	GDIS	GDIS	0.0044	0.0030	0.9926	0.0000	0.0000	1.0000	0.0147	0.0000	0.0074	0.0000	0.0074	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0074	0.0000	98.54%	100.00%	97.09%	100.00%	98.54%	100.00%	100.00%	100.00%	100.00%	100.00%	98.54%	100.00%
163	GDIS	GDIS	GDIS	GDIS	GDIS	0.0070	0.0003	0.9927	0.2000	0.0000	0.8000	0.0146	0.3200	0.0073	0.2000	0.0073	0.2000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0073	0.2000	98.55%	60.41%	97.11%	36.66%	98.55%	60.41%	100.00%	100.00%	100.00%	100.00%	98.55%	60.41%
1630	GWEA	GWEA	GWEA	GWEA	GWEA	0.0003	0.9983	0.0014	0.0000	1.0000	0.0000	0.0034	0.0000	0.0017	0.0000	0.0017	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0017	0.0000	99.66%	100.00%	99.32%	100.00%	99.66%	100.00%	100.00%	100.00%	100.00%	100.00%	99.66%	100.00%
1631	GENV	GENV	GENV	GENV	GENV	0.9949	0.0008	0.0043	1.0000	0.0000	0.0000	0.0103	0.0000	0.0052	0.0000	0.0052	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0052	0.0000	98.98%	100.00%	97.97%	100.00%	98.98%	100.00%	100.00%	100.00%	100.00%	100.00%	98.98%	100.00%
1632	GDIS	GDIS	GDIS	GDIS	GDIS	0.1575	0.0151	0.8275	0.3333	0.0000	0.6667	0.2903	0.4444	0.1725	0.3333	0.1725	0.3333	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.1725	0.3333	65.85%	34.02%	42.55%	12.03%	65.85%	34.02%	100.00%	100.00%	100.00%	100.00%	65.85%	34.02%
1633	GDIS	GDIS	GDIS	GDIS	GDIS	0.0012	0.0006	0.9982	0.0000	0.0000	1.0000	0.0035	0.0000	0.0018	0.0000	0.0018	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0018	0.0000	99.65%	100.00%	99.30%	100.00%	99.65%	100.00%	100.00%	100.00%	100.00%	100.00%	99.65%	100.00%
1634	GDIS	GDIS	GDIS	GDIS	GDIS	0.0225	0.0015	0.9760	0.2500	0.0000	0.7500	0.0469	0.3750	0.0240	0.2500	0.0240	0.2500	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0240	0.2500	95.25%	50.52%	90.72%	25.78%	95.25%	50.52%	100.00%	100.00%	100.00%	100.00%	95.25%	50.52%
1635	GENV	GENV	GENV	GENV	GENV	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	100.00%	100.00%	99.99%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
1636	GDIS	GDIS	GDIS	GDIS	GDIS	0.0002	0.0001	0.9998	0.0000	0.0000	1.0000	0.0004	0.0000	0.0002	0.0000	0.0002	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0002	0.0000	99.96%	100.00%	99.91%	100.00%	99.96%	100.00%	100.00%	100.00%	100.00%	100.00%	99.96%	100.00%
1637	GDIS	GDIS	GDIS	GDIS	GDIS	0.0002	0.0001	0.9998	0.0000	0.0000	1.0000	0.0004	0.0000	0.0002	0.0000	0.0002	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0002	0.0000	99.96%	100.00%	99.91%	100.00%	99.96%	100.00%	100.00%	100.00%	100.00%	100.00%	99.96%	100.00%
1638	GDIS	GDIS	GDIS	GDIS	GDIS	0.0044	0.0030	0.9926	0.0000	0.0000	1.0000	0.0147	0.0000	0.0074	0.0000	0.0074	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0074	0.0000	98.54%	100.00%	97.09%	100.00%	98.54%	100.00%	100.00%	100.00%	100.00%	100.00%	98.54%	100.00%
1639	GWEA	GWEA	GWEA	GWEA	GWEA	0.0000	0.9999	0.0001	0.0000	1.0000	0.0000	0.0002	0.0000	0.0001	0.0000	0.0001	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0001	0.0000	99.98%	100.00%	99.96%	100.00%	99.98%	100.00%	100.00%	100.00%	100.00%	100.00%	99.98%	100.00%
164	GDIS	GDIS	GENV	GDIS	GENV	0.4397	0.0032	0.5571	0.5000	0.0000	0.5000	0.4963	0.5000	0.4429	0.5000	0.4429	0.5000	0.6240	0.5052	0.0000	1.0000	0.0000	1.0000	0.4429	0.5000	12.34%	1.04%	1.77%	1.04%	12.34%	1.04%	100.00%	100.00%	100.00%	-97.93%	12.34%	1.04%
1640	GWEA	GWEA	GWEA	GWEA	GWEA	0.0003	0.9983	0.0014	0.0000	1.0000	0.0000	0.0034	0.0000	0.0017	0.0000	0.0017	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0017	0.0000	99.66%	100.00%	99.32%	100.00%	99.66%	100.00%	100.00%	100.00%	100.00%	100.00%	99.66%	100.00%
1641	null	GDIS	GDIS	GDIS	GDIS	0.0000	0.0000	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6240	0.5052	N/A	N/A	N/A	N/A	N/A	N/A	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	N/A	N/A	N/A	N/A	N/A	N/A
1642	GWEA	GWEA	GWEA	GWEA	GWEA	0.0003	0.9983	0.0014	0.0000	1.0000	0.0000	0.0034	0.0000	0.0017	0.0000	0.0017	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0017	0.0000	99.66%	100.00%	99.32%	100.00%	99.66%	100.00%	100.00%	100.00%	100.00%	100.00%	99.66%	100.00%
1643	GDIS	GDIS	GDIS	GDIS	GDIS	0.0495	0.0032	0.9473	0.2500	0.0000	0.7500	0.1001	0.3750	0.0527	0.2500	0.0527	0.2500	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0527	0.2500	89.58%	50.52%	80.19%	25.78%	89.58%	50.52%	100.00%	100.00%	100.00%	100.00%	89.58%	50.52%
1644	GDIS	GDIS	GDIS	GDIS	GDIS	0.0044	0.0030	0.9926	0.0000	0.0000	1.0000	0.0147	0.0000	0.0074	0.0000	0.0074	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0074	0.0000	98.54%	100.00%	97.09%	100.00%	98.54%	100.00%	100.00%	100.00%	100.00%	100.00%	98.54%	100.00%
1645	GWEA	GWEA	GWEA	GWEA	GWEA	0.0000	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
1646	GENV	GDIS	GDIS	GDIS	GDIS	0.0007	0.0033	0.9960	0.0000	0.2000	0.8000	0.0080	0.3200	0.0040	0.2000	0.0040	0.2000	0.6240	0.5052	1.0000	1.0000	1.0000	1.0000	0.9993	1.0000	99.21%	60.41%	98.42%	36.66%	99.21%	60.41%	-97.93%	-97.93%	-97.93%	-97.93%	-97.78%	-97.93%
1647	GENV	GENV	GENV	GENV	GENV	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
1648	GWEA	GWEA	GWEA	GWEA	GWEA	0.0000	0.9999	0.0001	0.0000	1.0000	0.0000	0.0002	0.0000	0.0001	0.0000	0.0001	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0001	0.0000	99.98%	100.00%	99.96%	100.00%	99.98%	100.00%	100.00%	100.00%	100.00%	100.00%	99.98%	100.00%
1649	GDIS	GDIS	GDIS	GDIS	GDIS	0.0002	0.0001	0.9998	0.0000	0.0000	1.0000	0.0004	0.0000	0.0002	0.0000	0.0002	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0002	0.0000	99.96%	100.00%	99.91%	100.00%	99.96%	100.00%	100.00%	100.00%	100.00%	100.00%	99.96%	100.00%
165	GDIS	GDIS	GDIS	GDIS	GDIS	0.0012	0.0006	0.9982	0.0000	0.0000	1.0000	0.0035	0.0000	0.0018	0.0000	0.0018	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0018	0.0000	99.65%	100.00%	99.30%	100.00%	99.65%	100.00%	100.00%	100.00%	100.00%	100.00%	99.65%	100.00%
1650	GENV	GENV	GENV	GENV	GENV	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
1651	GENV	GENV	GENV	GENV	GENV	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	100.00%	100.00%	99.99%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
1652	GENV	GWEA	GWEA	GWEA	GWEA	0.0000	0.9999	0.0000	0.2000	0.8000	0.0000	0.0001	0.3200	0.0001	0.2000	0.0001	0.2000	0.6240	0.5052	1.0000	1.0000	1.0000	1.0000	1.0000	0.8000	99.99%	60.41%	99.97%	36.66%	99.99%	60.41%	-97.93%	-97.93%	-97.93%	-97.93%	-97.92%	-58.34%
1653	GWEA	GWEA	GWEA	GWEA	GWEA	0.0000	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
1654	GWEA	GWEA	GWEA	GWEA	GWEA	0.0379	0.8333	0.1288	0.0000	1.0000	0.0000	0.2876	0.0000	0.1667	0.0000	0.1667	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.1667	0.0000	67.01%	100.00%	43.08%	100.00%	67.01%	100.00%	100.00%	100.00%	100.00%	100.00%	67.01%	100.00%
1655	GDIS	GDIS	GDIS	GDIS	GDIS	0.0044	0.0030	0.9926	0.0000	0.0000	1.0000	0.0147	0.0000	0.0074	0.0000	0.0074	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0074	0.0000	98.54%	100.00%	97.09%	100.00%	98.54%	100.00%	100.00%	100.00%	100.00%	100.00%	98.54%	100.00%
1656	GDIS	GENV	GENV	GENV	GENV	0.9996	0.0000	0.0004	0.8000	0.0000	0.2000	0.0007	0.3200	0.0004	0.2000	0.0004	0.2000	0.6240	0.5052	1.0000	1.0000	1.0000	1.0000	0.9996	0.8000	99.93%	60.41%	99.86%	36.66%	99.93%	60.41%	-97.93%	-97.93%	-97.93%	-97.93%	-97.86%	-58.34%
1657	GWEA	GWEA	GWEA	GWEA	GWEA	0.0000	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
1658	GENV	GWEA	GWEA	GWEA	GWEA	0.0000	0.9999	0.0001	0.0000	1.0000	0.0000	0.0002	0.0000	0.0001	0.0000	0.0001	0.0000	0.6240	0.5052	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	99.98%	100.00%	99.96%	100.00%	99.98%	100.00%	-97.93%	-97.93%	-97.93%	-97.93%	-97.92%	-97.93%
1659	GDIS	GDIS	GDIS	GDIS	GDIS	0.0031	0.0002	0.9967	0.2000	0.0000	0.8000	0.0065	0.3200	0.0033	0.2000	0.0033	0.2000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0033	0.2000	99.35%	60.41%	98.71%	36.66%	99.35%	60.41%	100.00%	100.00%	100.00%	100.00%	99.35%	60.41%
166	GDIS	GDIS	GDIS	GDIS	GDIS	0.0044	0.0030	0.9926	0.0000	0.0000	1.0000	0.0147	0.0000	0.0074	0.0000	0.0074	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0074	0.0000	98.54%	100.00%	97.09%	100.00%	98.54%	100.00%	100.00%	100.00%	100.00%	100.00%	98.54%	100.00%
1660	GWEA	GWEA	GWEA	GWEA	GWEA	0.0379	0.8333	0.1288	0.0000	1.0000	0.0000	0.2876	0.0000	0.1667	0.0000	0.1667	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.1667	0.0000	67.01%	100.00%	43.08%	100.00%	67.01%	100.00%	100.00%	100.00%	100.00%	100.00%	67.01%	100.00%
1661	GENV	GWEA	GWEA	GWEA	GWEA	0.0027	0.7216	0.2758	0.0000	0.5000	0.5000	0.4033	0.5000	0.2785	0.5000	0.2785	0.5000	0.6240	0.5052	1.0000	1.0000	1.0000	1.0000	0.9973	1.0000	44.89%	1.04%	20.17%	1.04%	44.89%	1.04%	-97.93%	-97.93%	-97.93%	-97.93%	-97.39%	-97.93%
1662	GDIS	GDIS	GDIS	GDIS	GDIS	0.0012	0.0006	0.9982	0.0000	0.0000	1.0000	0.0035	0.0000	0.0018	0.0000	0.0018	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0018	0.0000	99.65%	100.00%	99.30%	100.00%	99.65%	100.00%	100.00%	100.00%	100.00%	100.00%	99.65%	100.00%
1663	GWEA	GDIS	GDIS	GDIS	GDIS	0.0000	0.0000	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6240	0.5052	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	-97.93%	-97.93%	-97.93%	-97.93%	-97.93%	-97.93%
1664	GDIS	GDIS	GDIS	GDIS	GDIS	0.0002	0.0001	0.9998	0.0000	0.0000	1.0000	0.0004	0.0000	0.0002	0.0000	0.0002	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0002	0.0000	99.96%	100.00%	99.91%	100.00%	99.96%	100.00%	100.00%	100.00%	100.00%	100.00%	99.96%	100.00%
1665	GDIS	GDIS	GDIS	GDIS	GDIS	0.0002	0.0001	0.9998	0.0000	0.0000	1.0000	0.0004	0.0000	0.0002	0.0000	0.0002	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0002	0.0000	99.96%	100.00%	99.91%	100.00%	99.96%	100.00%	100.00%	100.00%	100.00%	100.00%	99.96%	100.00%
1666	GDIS	GWEA	GWEA	GWEA	GWEA	0.0003	0.9983	0.0014	0.0000	1.0000	0.0000	0.0034	0.0000	0.0017	0.0000	0.0017	0.0000	0.6240	0.5052	1.0000	1.0000	1.0000	1.0000	0.9986	1.0000	99.66%	100.00%	99.32%	100.00%	99.66%	100.00%	-97.93%	-97.93%	-97.93%	-97.93%	-97.65%	-97.93%
1667	GWEA	GWEA	GWEA	GWEA	GWEA	0.0379	0.8333	0.1288	0.0000	1.0000	0.0000	0.2876	0.0000	0.1667	0.0000	0.1667	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.1667	0.0000	67.01%	100.00%	43.08%	100.00%	67.01%	100.00%	100.00%	100.00%	100.00%	100.00%	67.01%	100.00%
1668	GENV	GENV	GENV	GENV	GENV	0.9992	0.0000	0.0008	0.8000	0.0000	0.2000	0.0016	0.3200	0.0008	0.2000	0.0008	0.2000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0008	0.2000	99.84%	60.41%	99.68%	36.66%	99.84%	60.41%	100.00%	100.00%	100.00%	100.00%	99.84%	60.41%
1669	GWEA	GDIS	GDIS	GDIS	GDIS	0.0039	0.0377	0.9584	0.0000	0.2500	0.7500	0.0801	0.3750	0.0416	0.2500	0.0416	0.2500	0.6240	0.5052	1.0000	1.0000	1.0000	1.0000	0.9623	0.7500	91.76%	50.52%	84.15%	25.78%	91.76%	50.52%	-97.93%	-97.93%	-97.93%	-97.93%	-90.46%	-48.45%
167	GDIS	GWEA	GWEA	GWEA	GWEA	0.0003	0.9983	0.0014	0.0000	1.0000	0.0000	0.0034	0.0000	0.0017	0.0000	0.0017	0.0000	0.6240	0.5052	1.0000	1.0000	1.0000	1.0000	0.9986	1.0000	99.66%	100.00%	99.32%	100.00%	99.66%	100.00%	-97.93%	-97.93%	-97.93%	-97.93%	-97.65%	-97.93%
1670	GDIS	GDIS	GDIS	GDIS	GDIS	0.0044	0.0030	0.9926	0.0000	0.0000	1.0000	0.0147	0.0000	0.0074	0.0000	0.0074	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0074	0.0000	98.54%	100.00%	97.09%	100.00%	98.54%	100.00%	100.00%	100.00%	100.00%	100.00%	98.54%	100.00%
1671	GDIS	GDIS	GDIS	GDIS	GDIS	0.0167	0.1477	0.8355	0.0000	0.3333	0.6667	0.2798	0.4444	0.1645	0.3333	0.1645	0.3333	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.1645	0.3333	67.45%	34.02%	44.63%	12.03%	67.45%	34.02%	100.00%	100.00%	100.00%	100.00%	67.45%	34.02%
1672	GDIS	GENV	GENV	GENV	GENV	0.9707	0.0010	0.0283	0.7500	0.0000	0.2500	0.0569	0.3750	0.0293	0.2500	0.0293	0.2500	0.6240	0.5052	1.0000	1.0000	1.0000	1.0000	0.9717	0.7500	94.21%	50.52%	88.74%	25.78%	94.21%	50.52%	-97.93%	-97.93%	-97.93%	-97.93%	-92.33%	-48.45%
1673	GWEA	GWEA	GWEA	GWEA	GWEA	0.0000	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
1674	GWEA	GWEA	GWEA	GWEA	GWEA	0.0000	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
